Symbol,Name,Market Cap,In S&P 500,Qtr - Next,Is Projected - Next,Is Announced - Next,Date - Next,Time - Next,Conf Call - Next,Expected Move - Next,Actual Move - Prev,Expected Move - Prev,Qtr - Prev,Date - Prev,Time - Prev,Conf Call - Prev,SEC Filing,Stock Type,Has Options
INT,World Fuel Services,1382140800,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1743,-0.0427,0.1366,Q4,2/27/2020,AMC,2/27/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/789460/000162828020002432/0001628280-20-002432-index.htm,Common,True
INTC,Intel,255718260736,True,Q1,False,True,4/23/2020,AMC,4/23/2020 5:00:00 PM,0.0612,0.0813,0.0482,Q4,1/23/2020,AMC,,https://www.sec.gov/Archives/edgar/data/50863/000005086320000007/0000050863-20-000007-index.htm,Common,True
INVA,Innoviva Inc.,1328632960,False,,True,False,4/29/2020,,,,0.0131,0.0895,Q4,2/5/2020,AMC,,https://www.sec.gov/Archives/edgar/data/1080014/000110465920011253/0001104659-20-011253-index.htm,Common,True
IP,International Paper Company,12062595072,True,Q1,False,True,4/30/2020,BMO,4/30/2020 10:00:00 AM,0.089,-0.0272,0.0326,Q4,1/30/2020,BMO,1/30/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/51434/000005143420000006/0000051434-20-000006-index.htm,Common,True
IPDN,Professional Diversity Network Inc.,9938110,False,,True,False,4/13/2020,,,,0.0083,,,11/19/2019,,,,Common,False
IQV,Iqvia Holdings Inc.,24900257792,True,Q1,False,True,4/28/2020,BMO,4/28/2020 9:00:00 AM,0.1718,0.0273,0.0543,Q4,2/12/2020,BMO,2/12/2020 9:00:00 AM,,Common,True
IRBT,Irobot,1416449920,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:30:00 AM,0.1854,0.1774,0.162,Q4,2/5/2020,AMC,2/6/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1159167/000115916720000003/0001159167-20-000003-index.htm,Common,True
IRDM,Iridium Communications,3088589312,False,Q1,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.1614,-0.0469,0.1153,Q4,2/25/2020,BMO,2/25/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1418819/000119312520047195/0001193125-20-047195-index.htm,Common,True
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,7044153856,True,,True,False,4/27/2020,,,,0.0494,0.0614,Q4,2/13/2020,BMO,2/13/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1020569/000102056920000026/0001020569-20-000026-index.htm,REIT,True
IRMD,Iradimed,229692000,False,Q1,False,True,4/30/2020,BMO,4/30/2020 11:00:00 AM,,0.0496,,Q4,2/6/2020,BMO,2/6/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/1325618/000110465920011606/0001104659-20-011606-index.htm,Common,False
IROQ,If Bancorp Inc.,54673052,False,,True,False,4/28/2020,,,,-0.0306,,Q2,1/30/2020,AMC,,,Common,False
ISBC,Investors Bancorp Inc.,2049145984,False,Q1,False,True,4/29/2020,AMC,4/30/2020 11:00:00 AM,0.1512,0.015,0.0375,Q4,1/29/2020,AMC,1/30/2020 11:00:00 AM,,Common,True
ISIG,Insignia Systems Inc.,8595757,False,,True,False,4/30/2020,,,,-0.0354,0.1224,Q4,3/5/2020,BMO,,https://www.sec.gov/Archives/edgar/data/875355/000165495420002275/0001654954-20-002275-index.htm,Common,True
ISTR,Investar Holding,114323000,False,,True,False,4/24/2020,,,,-0.0153,,Q4,1/23/2020,AMC,,,Common,False
ITCB,Itau Corpbanca American Depositary Shares (Each Representing 1500 Shares Of Common No Par Value),1345923712,False,Q1,False,True,4/30/2020,BMO,5/4/2020 11:00:00 AM,,-0.0281,,Q4,2/28/2020,BMO,3/2/2020 11:00:00 AM,,Common,False
IVAC,Intevac Inc.,121673536,False,Q1,False,True,4/27/2020,AMC,4/27/2020 4:30:00 PM,0.144,-0.087,0.0814,Q4,1/29/2020,AMC,1/29/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1001902/000119312520018431/0001193125-20-018431-index.htm,Common,True
IVZ,Invesco,3987832064,True,Q1,False,True,4/23/2020,BMO,4/23/2020 9:00:00 AM,0.1696,-0.0189,0.0722,Q4,1/29/2020,BMO,1/29/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/914208/000091420820000010/0000914208-20-000010-index.htm,Common,True
JBLU,Jetblue Airways,2190020864,False,,True,False,4/24/2020,,,,0.0644,0.0747,Q4,1/23/2020,BMO,1/23/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1158463/000115846320000004/0001158463-20-000004-index.htm,Common,True
JBSS,John B Sanfilippo & Son,988191616,False,,False,True,4/29/2020,AMC,4/30/2020 10:00:00 AM,0.0938,0.0426,0.0677,Q2,1/29/2020,AMC,1/30/2020 10:00:00 AM,,Common,True
JHG,Janus Henderson Group PLC,2860732928,False,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.1679,-0.0118,0.0626,Q4,2/4/2020,BMO,2/4/2020 8:00:00 AM,,Common,True
JJSF,J&J Snack Foods,2272916736,False,Q2,False,True,4/27/2020,AMC,4/28/2020 10:00:00 AM,0.1307,-0.1067,0.0744,Q1,1/27/2020,AMC,1/28/2020 10:00:00 AM,,Common,True
JNPR,Juniper Networks Inc.,7702649344,True,Q1,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.0984,-0.0494,0.0578,Q4,1/27/2020,AMC,1/27/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1043604/000104360420000003/0001043604-20-000003-index.htm,Common,True
JOE,St. Joe Company,988823424,False,,True,False,4/29/2020,,,,-0.0066,0.0713,Q4,2/26/2020,AMC,,,Common,True
JRJC,China Finance Online Co. Limited - American Depositary Shares,13817466,False,,True,False,4/7/2020,,,,-0.1419,0.531,Q3,12/26/2019,AMC,12/26/2019 8:00:00 PM,,Common,True
JRVR,James River Gr Hldgs,1061190848,False,Q1,False,True,4/29/2020,AMC,4/30/2020 8:00:00 AM,,0.061,,Q4,2/20/2020,AMC,2/21/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1620459/000162045920000019/0001620459-20-000019-index.htm,Common,False
K,Kellogg Company,22211059712,True,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.093,-0.0851,0.046,Q4,2/6/2020,BMO,2/6/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/55067/000162828020001125/0001628280-20-001125-index.htm,Common,True
KAI,Kadant,859287424,False,,True,False,4/30/2020,,,,-0.1479,0.024,Q4,2/12/2020,AMC,2/13/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/886346/000088634620000016/0000886346-20-000016-index.htm,Common,True
KBR,KBR Inc.,2761926400,False,,True,False,4/30/2020,,,,0.0169,0.0597,Q4,2/20/2020,BMO,2/20/2020 8:30:00 AM,,Common,True
KDP,Keurig Dr Pepper Inc.,37186744320,False,Q1,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,0.0858,-0.0171,0.0688,Q4,2/27/2020,BMO,2/27/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1418135/000141813520000005/0001418135-20-000005-index.htm,Common,True
KEN,Kenon Hldgs,847772096,False,,True,False,4/7/2020,,,,0.0625,,Q3,12/17/2019,BMO,12/17/2019 9:00:00 AM,,Common,False
KHC,Kraft Heinz Company,35296645120,True,,False,True,4/30/2020,BMO,4/30/2020 8:30:00 AM,0.0991,-0.0756,0.0855,Q4,2/13/2020,BMO,2/13/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000022/0001637459-20-000022-index.htm,Common,True
KLIC,Kulicke & Soffa Indus,1489661568,False,Q2,False,True,4/29/2020,AMC,4/30/2020 8:00:00 AM,0.1298,-0.0354,0.0849,Q1,1/29/2020,AMC,1/30/2020 8:00:00 AM,,Common,True
KMPR,Kemper,4468180480,False,,True,False,4/30/2020,,,,-0.0078,0.0627,Q4,2/10/2020,AMC,2/10/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/860748/000086074820000025/0000860748-20-000025-index.htm,Common,True
KNDI,Kandi Technologies Group Inc.,203882880,False,Q4,False,True,4/28/2020,BMO,4/28/2020 8:00:00 AM,0.1559,-0.0104,0.0932,Q3,11/12/2019,BMO,11/12/2019 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1316517/000121390019022728/0001213900-19-022728-index.htm,Common,True
KNL,Knoll Inc.,460938688,False,Q1,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,0.1503,-0.1161,0.0359,Q4,2/18/2020,AMC,2/18/2020 5:00:00 PM,,Common,True
KNSL,Kinsale Capital Group Inc.,2358235136,False,Q1,False,True,4/30/2020,AMC,5/1/2020 9:00:00 AM,0.112,0.0108,0.0423,Q4,2/20/2020,AMC,2/21/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1669162/000166916220000003/0001669162-20-000003-index.htm,Common,True
KOF,Coca-Cola Femsa,68537716736,False,,True,False,4/27/2020,,,,-0.0114,0.0489,,2/26/2020,BMO,,,Common,True
KRA,Kraton,286462784,False,Q1,False,True,4/29/2020,AMC,4/30/2020 9:00:00 AM,0.2587,-0.1711,0.1688,Q4,2/26/2020,AMC,2/27/2020 9:00:00 AM,,Common,True
KRC,Kilroy Realty,6586848768,False,Q1,False,True,4/29/2020,AMC,4/30/2020 1:00:00 PM,0.1137,0.0002,0.0347,Q4,2/3/2020,AMC,2/4/2020 1:00:00 PM,,REIT,True
KREF,KKR Real Estate Finance Trust Inc.,818034304,False,Q1,False,True,4/28/2020,BMO,4/29/2020 10:00:00 AM,,0.0056,,Q4,2/19/2020,AMC,2/20/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1631596/000163159620000005/0001631596-20-000005-index.htm,REIT,False
KRNY,Kearny Financial,673699712,False,,True,False,4/30/2020,,,,-0.0594,0.032,Q2,1/30/2020,AMC,,,Common,True
KTCC,Key Tronic,43038800,False,Q3,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.2273,0.0515,0.0782,Q2,2/4/2020,AMC,2/4/2020 5:00:00 PM,,Common,True
L,Loews,9626657792,True,,True,False,4/30/2020,,,,0.0481,0.035,Q4,2/10/2020,BMO,2/10/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/60086/000119312520029183/0001193125-20-029183-index.htm,Common,True
LAWS,Lawson Products Inc.,266019696,False,Q1,False,True,4/30/2020,BMO,5/31/2020 9:00:00 AM,,-0.0105,,Q4,2/27/2020,BMO,2/27/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/703604/000070360420000015/0000703604-20-000015-index.htm,Common,False
LAZ,Lazard Ltd. Lazard Ltd. Class A,2775344896,False,,True,False,4/27/2020,,,,0.0028,0.0569,Q4,1/30/2020,BMO,1/30/2020 8:00:00 AM,,MLP,True
LBAI,Lakeland Bancorp Inc.,516726784,False,,True,False,4/29/2020,,,,-0.0173,0.0274,Q4,1/24/2020,BMO,,https://www.sec.gov/Archives/edgar/data/846901/000117184320000471/0001171843-20-000471-index.htm,Common,True
LBRT,Liberty Oilfield Services Inc. Class A,309537248,False,Q1,False,True,4/28/2020,AMC,4/29/2020 10:00:00 AM,0.2916,-0.1206,0.0824,Q4,2/5/2020,AMC,2/6/2020 10:00:00 AM,,Common,True
LBY,Libbey Inc.,23706268,False,,True,False,4/30/2020,,,,-0.0537,0.168,Q4,2/25/2020,BMO,2/25/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/902274/000143774920003440/0001437749-20-003440-index.htm,Common,True
LDL,Lydall Inc.,142264576,False,,True,False,4/30/2020,,,,-0.3412,0.1402,Q4,2/25/2020,AMC,2/26/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/60977/000162828020002209/0001628280-20-002209-index.htm,Common,True
LECO,Lincoln Electric Holdings Inc. - Common Shares,4495533056,False,Q1,False,True,4/27/2020,BMO,4/27/2020 10:00:00 AM,0.0943,-0.0171,0.0449,Q4,2/13/2020,BMO,2/13/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/59527/000005952720000003/0000059527-20-000003-index.htm,Common,True
LEVL,Level One Bancorp Inc.,121741976,False,,True,False,4/30/2020,,,,-0.014,,Q4,1/30/2020,BMO,,https://www.sec.gov/Archives/edgar/data/1412707/000141270720000006/0001412707-20-000006-index.htm,Common,False
LFC,China Life Insurance Company Limited American Depositary Shares,73625567232,False,,True,False,4/24/2020,,,,0.011,0.1395,,3/26/2020,,,,Common,True
LFUS,Littelfuse Inc.,3164143872,False,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1348,-0.0343,0.0888,Q4,1/29/2020,BMO,1/29/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/889331/000088933120000007/0000889331-20-000007-index.htm,Common,True
LH,Laboratory Of America Holdings,15613238272,True,,True,False,4/30/2020,,,,0.0385,0.0436,Q4,2/13/2020,BMO,2/13/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/920148/000092014820000006/0000920148-20-000006-index.htm,Common,True
LINX,Linx S.A. American Depositary Shares Each Representing One Common Share,768873728,False,,True,False,4/24/2020,,,,-0.1013,,Q3,11/14/2019,BMO,,,Common,False
LIVN,Livanova PLC -,2379368448,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,0.1562,-0.0593,0.1138,Q4,2/26/2020,BMO,2/26/2020 8:00:00 AM,,Common,True
LKFN,Lakeland Financial,943230400,False,,True,False,4/24/2020,,,,0.0159,0.0384,,1/27/2020,BMO,,,Common,True
LKQ,LKQ,6295357952,True,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.1664,0.0006,0.0524,Q4,2/20/2020,BMO,2/20/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1065696/000106569620000005/0001065696-20-000005-index.htm,Common,True
LLNW,Limelight Networks Inc.,714050240,False,Q1,False,True,4/23/2020,AMC,4/23/2020 4:30:00 PM,0.233,-0.0128,0.1752,Q4,1/29/2020,AMC,1/29/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1391127/000139112720000010/0001391127-20-000010-index.htm,Common,True
LMAT,Lemaitre Vascular Inc.,537768640,False,,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1405,-0.1951,0.1196,Q4,2/6/2020,AMC,2/6/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1158895/000143774920001897/0001437749-20-001897-index.htm,Common,True
LMB,Limbach Holdings Inc.,21529088,False,,True,False,4/13/2020,,,,-0.3448,,,11/14/2019,AMC,11/15/2019 9:00:00 AM,,Common,False
LN,Line American Depositary Shares (Each Representing One Share Of Common Stock),11712088064,False,,False,False,,,,,0.0016,0.0835,,10/30/2019,BMO,,,Common,True
LNG,Cheniere Energy Inc.,10357966848,False,Q1,False,True,4/30/2020,BMO,,0.1245,-0.0395,0.0468,Q4,2/25/2020,BMO,2/25/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/3570/000000357020000045/0000003570-20-000045-index.htm,Common,True
LNTH,Lantheus Holdings Inc.,555633856,False,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.1363,0.036,0.1058,Q4,2/25/2020,BMO,2/25/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1521036/000162828020002151/0001628280-20-002151-index.htm,Common,True
LOCO,El Pollo Loco Holdings Inc.,392082656,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.2018,-0.0126,0.1722,Q4,3/5/2020,AMC,3/5/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1606366/000160636620000002/0001606366-20-000002-index.htm,Common,True
LOGM,Logmein Inc.,4128036608,False,,True,False,4/27/2020,,,,0.0005,0.0048,Q4,2/13/2020,AMC,,,Common,True
LOV,Spark Networks Inc. American Depositary Shares (Each Representing One-Tenth Of An Ordinary Share),78291304,False,Q2,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,,0.0141,,Q2,4/29/2019,AMC,4/29/2019 4:30:00 PM,,Common,False
LPLA,LPL Finl Hldgs,4141644544,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1306,-0.0365,0.0699,Q4,1/30/2020,AMC,1/30/2020 5:00:00 PM,,Common,True
LRN,K12,979099328,False,Q3,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,0.1953,-0.1512,0.1571,Q2,1/27/2020,AMC,1/27/2020 5:00:00 PM,,Common,True
LSBK,Lake Shore Bancorp Inc.,82911776,False,,True,False,4/24/2020,,,,-0.0097,,,1/30/2020,,,,Common,False
LSCC,Lattice Semiconductor,2653549312,False,Q1,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.1761,0.068,0.151,Q4,2/11/2020,AMC,2/11/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/855658/000085565820000015/0000855658-20-000015-index.htm,Common,True
LUB,Luby's Inc.,25174082,False,,True,False,4/23/2020,,,,-0.0041,,Q1,2/3/2020,BMO,2/3/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/16099/000001609920000027/0000016099-20-000027-index.htm,Common,False
LUV,Southwest Airlines Company,15247806464,True,Q1,False,True,4/28/2020,BMO,4/28/2020 11:30:00 AM,0.1335,0.0359,0.0387,Q4,1/23/2020,BMO,1/23/2020 12:30:00 PM,,Common,True
LXFR,Luxfer Holdings PLC,364836288,False,Q1,False,True,4/27/2020,AMC,4/28/2020 8:30:00 AM,0.1495,-0.0503,0.0895,Q4,3/4/2020,AMC,3/5/2020 8:30:00 AM,,Common,True
LXRX,Lexicon Pharmaceuticals Inc.,203242992,False,Q1,False,True,4/27/2020,BMO,4/27/2020 8:00:00 AM,0.1794,-0.1498,0.211,Q4,3/12/2020,BMO,3/12/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1062822/000106282220000012/0001062822-20-000012-index.htm,Common,True
LXU,LSB Industries Inc.,45126928,False,,True,False,4/29/2020,,,,-0.1572,0.1556,Q4,2/24/2020,AMC,2/25/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/60714/000156459020006033/0001564590-20-006033-index.htm,Common,True
LYG,Lloyds Banking Group PLC American Depositary Shares,25006909440,False,Q1,False,True,4/30/2020,,,0.1522,0.0035,0.0125,Q4,2/20/2020,,,,Common,True
MA,Mastercard Incorporated,262645301248,True,Q1,False,True,4/29/2020,BMO,4/29/2020 9:00:00 AM,0.0875,0.0002,0.0295,Q4,1/29/2020,BMO,1/29/2020 9:00:00 AM,,Common,True
MANT,Mantech Intl,3079144960,False,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.1237,0.0527,0.0405,Q4,2/19/2020,AMC,2/19/2020 5:00:00 PM,,Common,True
MARK,Remark Holdings Inc.,22401872,False,,True,False,4/2/2020,,,,-0.0964,0.0888,Q3,11/12/2019,AMC,11/12/2019 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1368365/000136836519000046/0001368365-19-000046-index.htm,Common,True
MAS,Masco,10550200320,True,Q1,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,0.1227,-0.0427,0.057,Q4,2/11/2020,BMO,2/11/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/62996/000006299620000003/0000062996-20-000003-index.htm,Common,True
MASI,Masimo,10844726272,False,Q1,False,True,4/28/2020,AMC,4/28/2020 4:30:00 PM,0.1293,-0.0023,0.0405,Q4,2/19/2020,AMC,2/19/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/937556/000093755620000028/0000937556-20-000028-index.htm,Common,True
MBCN,Middlefield Banc Corp.,107336184,False,,True,False,4/22/2020,,,,-0.0004,,Q4,1/24/2020,BMO,,https://www.sec.gov/Archives/edgar/data/836147/000119312520013610/0001193125-20-013610-index.htm,Common,False
MBIN,Merchants Bancorp,388311168,False,,True,False,4/30/2020,,,,0.0982,,Q4,1/30/2020,AMC,,,Common,False
MBOT,Microbot Medical Inc.,40275484,False,,True,False,4/2/2020,,,,-0.0041,,,11/14/2019,,,,Common,False
MCBC,Macatawa Bank,240159040,False,,True,False,4/24/2020,,,,0.0159,0.0478,Q4,1/23/2020,AMC,,,Common,True
MCBS,Metrocity Bankshares Inc.,251724800,False,,True,False,4/27/2020,,,,-0.0293,,Q4,1/24/2020,BMO,,,Common,False
MCC,Medley Capital,32139776,False,,True,False,4/21/2020,,,,0,0.063,Q1,2/10/2020,AMC,,,Common,True
MCD,McDonald's,137922035712,True,Q1,False,True,4/30/2020,BMO,4/30/2020 8:30:00 AM,0.0848,0.0192,0.0296,Q4,1/29/2020,BMO,,https://www.sec.gov/Archives/edgar/data/63908/000006390820000012/0000063908-20-000012-index.htm,Common,True
MCO,Moody's,44785770496,True,Q1,False,True,4/30/2020,BMO,4/30/2020 11:30:00 AM,0.1246,0.0089,0.0455,Q4,2/12/2020,BMO,2/12/2020 11:30:00 AM,https://www.sec.gov/Archives/edgar/data/1059556/000115752320000190/0001157523-20-000190-index.htm,Common,True
MDCA,MDC Partners Inc. - Class A Subordinate Voting Shares,83717896,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:30:00 AM,0.2189,0.2457,0.1831,Q4,2/27/2020,AMC,2/27/2020 4:30:00 PM,,Common,True
MDLZ,Mondelez International Inc. - Class A,75044429824,True,Q1,False,True,4/28/2020,AMC,4/30/2020 5:00:00 PM,0.0529,0.0777,0.0332,Q4,1/29/2020,AMC,2/8/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1103982/000119312520018413/0001193125-20-018413-index.htm,Common,True
MEDP,Medpace Hldgs,2920572416,False,Q1,False,True,4/28/2020,AMC,4/29/2020 9:00:00 AM,0.1858,0.0296,0.1304,Q4,2/24/2020,AMC,2/25/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1668397/000156459020006036/0001564590-20-006036-index.htm,Common,True
MERC,Mercer International Inc.,536269152,False,Q1,False,True,4/30/2020,AMC,5/1/2020 10:00:00 AM,0.1456,-0.0289,0.0574,Q4,2/13/2020,AMC,2/14/2020 10:00:00 AM,,Common,True
MFSF,Mutualfirst Financial Inc.,207451600,False,,True,False,4/27/2020,,,,-0.0098,,Q4,1/31/2020,,,https://www.sec.gov/Archives/edgar/data/1094810/000119312520021299/0001193125-20-021299-index.htm,Common,False
MGLN,Magellan Health Inc.,1299135744,False,,True,False,4/29/2020,,,,-0.0841,0.1196,Q4,2/28/2020,BMO,2/28/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/19411/000155837020001745/0001558370-20-001745-index.htm,Common,True
MGM,MGM Resorts Intl,6823770624,True,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.2007,-0.0553,0.0448,Q4,2/12/2020,AMC,2/12/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/789570/000156459020004375/0001564590-20-004375-index.htm,Common,True
MGPI,MGP Ingredients Inc.,599701248,False,Q1,False,True,4/30/2020,BMO,4/30/2020 10:00:00 AM,0.1637,-0.1063,0.1619,Q4,2/26/2020,BMO,2/26/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/835011/000162828020002244/0001628280-20-002244-index.htm,Common,True
MGRC,Mcgrath Rentcorp,1221617920,False,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.1225,-0.0542,0.0716,Q4,2/25/2020,AMC,2/25/2020 5:00:00 PM,,Common,True
MGYR,Magyar Bancorp Inc.,48109660,False,,True,False,4/24/2020,,,,0,,Q1,1/23/2020,AMC,,,Common,False
MHH,Mastech Digital,155054912,False,Q1,False,True,4/29/2020,BMO,4/29/2020 9:00:00 AM,,0.0625,,Q4,2/5/2020,BMO,2/5/2020 9:00:00 AM,,Common,False
MHO,M/I Homes Inc.,511926912,False,Q1,False,True,4/29/2020,AMC,4/29/2020 4:00:00 PM,0.223,-0.0179,0.0802,Q4,2/5/2020,BMO,2/5/2020 4:00:00 PM,https://www.sec.gov/Archives/edgar/data/799292/000079929220000014/0000799292-20-000014-index.htm,Common,True
MITK,Mitek Systems Inc.,334980800,False,Q2,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.0997,0.0439,0.1263,Q1,1/30/2020,AMC,1/30/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/807863/000080786320000015/0000807863-20-000015-index.htm,Common,True
MKSI,MKS Instruments Inc.,5053107200,False,Q1,False,True,4/28/2020,AMC,4/29/2020 8:30:00 AM,0.1356,-0.0284,0.0743,Q4,1/28/2020,AMC,1/29/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1049502/000119312520016997/0001193125-20-016997-index.htm,Common,True
MKTX,Marketaxess Holdings Inc.,15916073984,True,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1264,-0.0218,0.072,Q4,1/29/2020,BMO,1/29/2020 10:00:00 AM,,Common,True
MLNX,Mellanox Technologies Ltd. -,6997123072,False,Q1,False,True,4/23/2020,AMC,,0.0024,0.0226,0.0291,Q4,1/29/2020,AMC,,,Common,True
MLVF,Malvern Bancorp Inc.,86713656,False,,True,False,4/28/2020,,,,-0.0057,,Q1,1/30/2020,BMO,,,Common,False
MMC,Marsh & Mclennan Companies Inc.,47450554368,True,Q1,False,True,4/30/2020,BMO,4/30/2020 8:30:00 AM,0.0969,-0.0116,0.0408,Q4,1/30/2020,BMO,1/30/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/62709/000006270920000004/0000062709-20-000004-index.htm,Common,True
MMM,3M Company,84022616064,True,Q1,False,True,4/28/2020,BMO,4/28/2020 9:00:00 AM,0.081,-0.0572,0.0404,Q4,1/28/2020,BMO,1/28/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/66740/000110465920007328/0001104659-20-007328-index.htm,Common,True
MMSI,Merit Medical Systems Inc.,2088548992,False,Q1,False,True,4/23/2020,AMC,4/23/2020 5:00:00 PM,0.1462,0.0302,0.1243,Q4,2/24/2020,AMC,2/24/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/856982/000155837020001241/0001558370-20-001241-index.htm,Common,True
MNOV,Medicinova Inc.,231208576,False,,True,False,4/24/2020,,,,-0.1279,0.1051,,10/25/2019,,,,Common,True
MO,Altria Group Inc.,70673809408,True,Q1,False,True,4/30/2020,BMO,4/30/2020 9:00:00 AM,0.0744,-0.0421,0.039,Q4,1/30/2020,BMO,1/30/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/764180/000076418020000005/0000764180-20-000005-index.htm,Common,True
MOBL,Mobileiron Inc.,534387872,False,Q1,False,True,4/29/2020,AMC,4/29/2020 4:30:00 PM,0.1494,-0.0976,0.1582,Q4,2/6/2020,AMC,2/6/2020 4:30:00 PM,,Common,True
MOFG,Midwestone Financial Group Inc.,291081216,False,,True,False,4/27/2020,,,,-0.0042,,Q4,1/23/2020,AMC,1/24/2020 12:00:00 PM,,Common,False
MOG.A,Moog Inc. Class A,1745493376,False,Q2,False,True,4/24/2020,BMO,4/24/2020 10:00:00 AM,0.1466,-0.0109,0.0537,Q1,1/24/2020,BMO,1/24/2020 10:00:00 AM,,Common,True
MOG.B,Moog Inc. Class B,2139337856,False,Q2,False,True,4/24/2020,BMO,4/24/2020 10:00:00 AM,,-0.0033,,Q1,1/24/2020,BMO,1/24/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/67887/000006788720000004/0000067887-20-000004-index.htm,Common,False
